,bd,bde,w,we,a,isanim,Item,Group,bd_f,bd_pasture_per_kg,kg_m2_tb,kg_m2_wwf,t_est,LQ,MQ,HQ
39,5.071748249796523e-11,2.4575688246664856e-13,1065.3333333333333,5.162184435696593,PSE,False,Apricots,Temperate fruit,,,,,5.403102468783229e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
38,3.0456220864945855e-12,2.2300446167008878e-13,6167.5,451.592475456455,ISR,False,Apricots,Temperate fruit,,,,,1.8783874218455357e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
37,1.0478073290121759e-11,6.067078375173101e-13,232725.33333333334,13475.396134491983,ITA,False,Apricots,Temperate fruit,,,,,2.438513099134683e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
36,3.6249520685578974e-11,2.0125333079102365e-12,91500.0,5079.971565974667,JPN,False,Apricots,Temperate fruit,,,,,3.316831142730476e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
35,7.985381168183391e-11,1.1176523602895903e-11,19637.5,2748.509775516746,JOR,False,Apricots,Temperate fruit,,,,,1.5681292269020134e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
47,1.1247152668546887e-12,3.582002839445219e-14,89328.0,2844.925814303229,EGY,False,Apricots,Temperate fruit,,,,,1.0046856535759563e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
28,1.071381492248162e-11,5.815211686695377e-13,19890.5,1079.6096195178866,NZL,False,Pears,Temperate fruit,,,,,2.1310313571562067e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
4,4.499327043393085e-12,3.320811959179763e-13,82946.66666666667,6122.032917016784,UKR,False,Apricots,Temperate fruit,,,,,3.7320418049264516e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
2,1.9294968596459235e-11,5.077489887282442e-13,544510.0,14328.833989547093,UZB,False,Apricots,Temperate fruit,,,,,1.0506303350458018e-05,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
54,9.773154243887905e-12,4.69912982700886e-13,88144.16666666667,4238.149448210902,GRC,False,Pears,Temperate fruit,,,,,8.614465365322962e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
53,3.1326196867424615e-12,2.7262606975306234e-13,25308.166666666668,2202.5227129194213,HUN,False,Pears,Temperate fruit,,,,,7.928086113535934e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
52,2.4974079307064625e-11,5.066682017623822e-13,316000.0,6407.460928913696,IND,False,Pears,Temperate fruit,,,,,7.891809061032421e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
51,6.837024812072991e-12,1.506504335857395e-12,130526.83333333333,28760.929373231964,IRN,False,Pears,Temperate fruit,,,,,8.924151981413159e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
50,6.891137267184401e-12,1.0679014013808168e-12,10170.5,1576.095610995729,IRQ,False,Pears,Temperate fruit,,,,,7.008631157589894e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
49,3.5170489966838534e-11,6.691062365975802e-13,130.33333333333334,2.479545956046822,PSE,False,Pears,Temperate fruit,,,,,4.5838871923446224e-09,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
48,1.513038939879088e-12,3.8226712223171556e-14,25833.5,652.679679390196,ISR,False,Pears,Temperate fruit,,,,,3.908709145336642e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
47,6.199656306139802e-12,4.5078043465270764e-13,671587.1666666666,48831.452941280404,ITA,False,Pears,Temperate fruit,,,,,4.163609612947562e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
46,1.1378263504576706e-11,5.213592989409875e-13,254100.0,11642.999804365045,JPN,False,Pears,Temperate fruit,,,,,2.891216756512941e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
45,1.0232285228772328e-10,1.2805017196379731e-11,2867.8333333333335,358.89006492755374,JOR,False,Pears,Temperate fruit,,,,,2.9344488655247576e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
44,5.360676131480731e-12,3.918993679515101e-14,14079.5,102.93005985727504,KAZ,False,Pears,Temperate fruit,,,,,7.547563959318295e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
43,1.6517280957850571e-10,4.4392764085652356e-11,2256.0,606.3351200266877,KEN,False,Pears,Temperate fruit,,,,,3.726298584091089e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
42,9.570056655985438e-11,2.5763988372236702e-11,5213.0,1403.4156349579566,KGZ,False,Pears,Temperate fruit,,,,,4.988870534765209e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
41,4.47676111320386e-12,4.426758134433815e-13,491.1666666666667,48.568060301822655,LVA,False,Pears,Temperate fruit,,,,,2.198835833435296e-09,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
40,2.3724623347012587e-11,2.1927144190784995e-12,34411.333333333336,3180.4183221242615,LBN,False,Pears,Temperate fruit,,,,,8.163959222018326e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
39,3.5705413736719008e-12,1.7689552130225692e-14,1448.8333333333333,7.177962673917172,LBY,False,Pears,Temperate fruit,,,,,5.173119360221639e-09,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
38,9.095126032985617e-12,6.456481996941746e-13,1975.0,140.20203675806965,LTU,False,Pears,Temperate fruit,,,,,1.7962873915146595e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
37,1.5735096089660286e-12,2.311078660442841e-13,382.3333333333333,56.154878420047986,LUX,False,Pears,Temperate fruit,,,,,6.016051738280116e-10,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
36,4.3435668882934506e-11,3.037233788818997e-12,7694.666666666667,538.0486175196577,MKD,False,Pears,Temperate fruit,,,,,3.3422299349788675e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
35,1.1981390343567874e-08,6.925344572380574e-11,1448.5,8.372408388404274,MDG,False,Pears,Temperate fruit,,,,,1.7355043912658065e-05,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
34,1.6482390005998622e-10,4.245925920801556e-12,26902.5,692.8188696269114,MEX,False,Pears,Temperate fruit,,,,,4.434174971363779e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
33,1.8078006859930253e-11,8.346748900005457e-13,5020.166666666667,231.7847920266013,MDA,False,Pears,Temperate fruit,,,,,9.07546074379932e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
32,2.914070067110587e-12,6.540025106561176e-14,4002.1666666666665,89.82031960984561,MNE,False,Pears,Temperate fruit,,,,,1.1662594086921088e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
31,8.210609646157862e-11,5.225241891521527e-12,35010.666666666664,2228.0830533426247,MAR,False,Pears,Temperate fruit,,,,,2.874589174517508e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
30,1.1456997607427746e-10,5.938534528126367e-12,30776.0,1595.2201868220088,NPL,False,Pears,Temperate fruit,,,,,3.526005583661963e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
55,1.7261386645936202e-12,1.4294490332434212e-13,38412.0,3180.972501540301,DEU,False,Pears,Temperate fruit,,,,,6.630443838437014e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
56,1.0800851013854408e-10,1.0885285706875145e-11,9233.333333333334,930.5514096093381,GEO,False,Pears,Temperate fruit,,,,,9.972785769458903e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
57,1.136884111472314e-12,7.331195154818959e-14,223.33333333333334,14.401645996461914,FIN,False,Pears,Temperate fruit,,,,,2.539041182288168e-10,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
58,1.2122197418168754e-12,3.0593861669616077e-14,69178.5,1745.918983579199,EGY,False,Pears,Temperate fruit,,,,,8.385954340927872e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
1,1.4789288555676358e-10,5.136203366279525e-12,1607.6666666666667,55.83192369696483,YEM,False,Apricots,Temperate fruit,,,,,2.3776246234675694e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
0,1.1522667063954581e-10,7.210238160613209e-13,44.833333333333336,0.28054180384339106,ZWE,False,Apricots,Temperate fruit,,,,,5.165995733672971e-09,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
82,2.5755470035108226e-11,5.339550655060433e-12,8643.0,1791.8421309429643,AFG,False,Pears,Temperate fruit,,,,,2.226045275134404e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
81,2.026964528518931e-12,4.495107687214191e-14,13484.166666666666,299.0322740540324,ALB,False,Pears,Temperate fruit,,,,,2.733192752997068e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
80,3.4132639101261073e-11,2.0644343991256867e-12,213796.83333333334,12931.011160549637,DZA,False,Pears,Temperate fruit,,,,,7.29745015315913e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
79,2.1662868859751396e-11,6.079236859776319e-13,570861.6666666666,16020.053344110569,ARG,False,Pears,Temperate fruit,,,,,1.2366501422059113e-05,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
78,4.028545566446624e-11,2.9377308169007227e-12,15213.833333333334,1109.4363037313306,ARM,False,Pears,Temperate fruit,,,,,6.128962082365786e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
77,6.006122786096585e-11,2.577990240576939e-12,95869.83333333333,4114.838334995454,AUS,False,Pears,Temperate fruit,,,,,5.758059904826152e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
76,3.5172012080638934e-13,7.415146794766545e-14,55931.833333333336,11791.840447286388,AUT,False,Pears,Temperate fruit,,,,,1.9672351176922834e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
75,3.041843930925024e-11,1.6949037011550774e-12,50210.833333333336,2797.728259148311,AZE,False,Pears,Temperate fruit,,,,,1.527335186416879e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
74,3.596863665358449e-12,4.101233701450054e-13,40733.166666666664,4644.497302164661,BLR,False,Pears,Temperate fruit,,,,,1.4651164715832324e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
73,8.969924679429084e-13,3.234849154460892e-14,350306.3333333333,12633.195781279897,BEL,False,Pears,Temperate fruit,,,,,3.1422214247269775e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
3,2.1463059629004317e-11,1.8650566483927855e-12,41671.5,3620.682208200242,USA,False,Apricots,Temperate fruit,,,,,8.943978893300534e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
72,5.230095688314263e-11,4.6968059861213215e-12,1233.8333333333333,110.80248108600647,BTN,False,Pears,Temperate fruit,,,,,6.453066396765082e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
70,2.7268126074835247e-11,2.881242199312624e-12,28313.833333333332,2991.7351562881317,BIH,False,Pears,Temperate fruit,,,,,7.72065176995206e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
69,7.69444298022987e-11,4.82993813507455e-12,18345.5,1151.5783311515454,BRA,False,Pears,Temperate fruit,,,,,1.4115840369380706e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
68,9.248090304164145e-12,1.2407886422915399e-12,3234.1666666666665,433.91847779320295,BGR,False,Pears,Temperate fruit,,,,,2.990986539205087e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
67,1.3129290793269582e-12,2.8350201534638222e-14,8815.833333333334,190.36112124454797,CAN,False,Pears,Temperate fruit,,,,,1.1574563941833243e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
66,8.384046920254875e-11,2.3923918944120403e-12,274992.3333333333,7846.774413968055,CHL,False,Pears,Temperate fruit,,,,,2.3055486253770354e-05,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
65,2.3138684051939533e-11,2.688585174912651e-13,16381916.666666666,190277.73621248535,CHN,False,Pears,Temperate fruit,,,,,0.0003790559939152024,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
64,1.6580843243850027e-09,7.94212241253895e-11,20558.166666666668,984.7105727253248,COL,False,Pears,Temperate fruit,,,,,3.4087173888094286e-05,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
63,9.496171781922746e-12,1.0680320181718912e-12,3567.0,401.17958018268524,HRV,False,Pears,Temperate fruit,,,,,3.387284474611843e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
62,2.2128067902862777e-11,2.764193001269388e-12,482.3333333333333,60.252093862494235,CYP,False,Pears,Temperate fruit,,,,,1.0673104751814146e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
61,4.088458760715568e-12,3.7540361107638214e-13,6686.5,613.9566013435586,CZE,False,Pears,Temperate fruit,,,,,2.7337479503524644e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
60,4.2159163123220795e-13,3.851926863810304e-14,6337.833333333333,579.0643994442274,DNK,False,Pears,Temperate fruit,,,,,2.6719774934778618e-09,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
59,1.929123748470352e-09,8.585364941330482e-12,7197.0,32.02950029096441,ECU,False,Pears,Temperate fruit,,,,,1.3883903617741123e-05,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
71,3.6023266694144846e-10,1.0378291778993424e-11,1892.8333333333333,39.4605405343016,BOL,False,Pears,Temperate fruit,,,,,6.818603997423383e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
97,3.11187357923457e-12,4.9432176190452975e-14,23149.0,367.72234392571556,BIH,False,Watermelons,Temperate fruit,,,,,7.203676148570106e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
8,3.3255580403357595e-10,1.1256543819801604e-11,8678.833333333334,293.7199551222849,TWN,False,Strawberries,Temperate fruit,,,,,2.886196397240067e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
95,4.989868757188433e-11,7.735385405861982e-13,2206941.5,34211.82659041721,BRA,False,Watermelons,Temperate fruit,,,,,0.00011012348439792576,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
45,1.0867045893666376e-11,1.1922259571936316e-13,62860.5,689.5694610890673,IRN,False,Strawberries,Temperate fruit,,,,,6.831079383988153e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
46,3.971524970585191e-12,1.3763458251189847e-13,5475.5,189.75536151113684,HUN,False,Strawberries,Temperate fruit,,,,,2.1746084976439212e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
47,1.2959610493012988e-10,2.4935990212470764e-12,15127.833333333334,291.0793531235337,GTM,False,Strawberries,Temperate fruit,,,,,1.960508276032183e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
48,4.9166170669654804e-12,2.2064289818137387e-13,72587.5,3257.5073782640075,GRC,False,Strawberries,Temperate fruit,,,,,3.568849413483568e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
49,3.008544468684027e-12,9.939601841907336e-14,148157.33333333334,4894.808495100059,DEU,False,Strawberries,Temperate fruit,,,,,4.4573792569497567e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
50,1.4864491376623516e-10,2.8466703014008206e-11,1600.0,306.4129385141706,GEO,False,Strawberries,Temperate fruit,,,,,2.3783186202597626e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
51,1.642709771038362e-12,7.986777498619155e-14,14821.0,720.5900360121559,FIN,False,Strawberries,Temperate fruit,,,,,2.4346601516559564e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
52,3.590927959880383e-12,1.5744923297514167e-13,1523.8333333333333,66.81459282832468,EST,False,Strawberries,Temperate fruit,,,,,5.47197572286439e-09,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
53,4.562157311196373e-13,3.863485604787005e-14,453445.5,38400.25764797101,EGY,False,Strawberries,Temperate fruit,,,,,2.0686897030540948e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
54,4.2172265972272474e-10,1.0076365330277553e-11,1424.1666666666667,34.02810657437521,ECU,False,Strawberries,Temperate fruit,,,,,6.006033545551139e-07,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
55,1.3486115705622309e-12,6.338295483835025e-14,6951.166666666667,326.6956123797015,DNK,False,Strawberries,Temperate fruit,,,,,9.37442379557316e-09,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
56,8.136717971763923e-12,5.762891605808398e-13,2745.8333333333335,194.47570780415208,CZE,False,Strawberries,Temperate fruit,,,,,2.2342071430801773e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
57,5.3583286236299024e-12,3.3785311008093387e-13,1488.8333333333333,93.87385645602254,CYP,False,Strawberries,Temperate fruit,,,,,7.97765826581432e-09,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
58,4.272257464406475e-12,2.0115354319297628e-13,2896.1666666666665,136.36214379093363,HRV,False,Strawberries,Temperate fruit,,,,,1.2373169659831887e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
59,3.8235511260440664e-10,1.3722288535332734e-11,4680.166666666667,167.96583922973196,CRI,False,Strawberries,Temperate fruit,,,,,1.7894856528407238e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
60,6.783138898793346e-10,4.751558455012865e-11,58361.0,4088.1366578593397,COL,False,Strawberries,Temperate fruit,,,,,3.958707692724785e-05,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
61,1.5261474772527237e-11,4.758833086195545e-13,2986895.1666666665,93132.54666525812,CHN,False,Strawberries,Temperate fruit,,,,,4.558442523426687e-05,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
62,1.0793049227598722e-10,3.3883659619461773e-12,26673.333333333332,837.3688509806134,CHL,False,Strawberries,Temperate fruit,,,,,2.8788659973081657e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
63,1.801059617680338e-12,6.621488239879229e-14,26616.0,978.521361828936,CAN,False,Strawberries,Temperate fruit,,,,,4.7937002784179875e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
64,8.085388484486055e-12,2.4558940104584687e-13,4863.0,147.71105427677224,BGR,False,Strawberries,Temperate fruit,,,,,3.9319244200055684e-08,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
65,2.976617440741444e-11,2.178117085662457e-12,164336.83333333334,12025.213119887054,BRA,False,Strawberries,Temperate fruit,,,,,4.891678842562199e-06,3.5963797415882896e-12,1.1421827750164917e-11,5.5351251930900415e-11
